Zona;Cultivo;AÒo;Mes;Precio
Gran_Canaria;Puerro;2018;Junio;0.39
Gran_Canaria;Puerro;2018;Julio;0.34
Gran_Canaria;Puerro;2018;Agosto;0.42
Gran_Canaria;Puerro;2018;Septiembre;0.57
Gran_Canaria;Puerro;2018;Octubre;0.62
Gran_Canaria;Puerro;2018;Noviembre;0.74
Gran_Canaria;Puerro;2018;Diciembre;0.83
Gran_Canaria;Puerro;2019;Enero;1.31
Gran_Canaria;Puerro;2019;Febrero;1.17
Gran_Canaria;Puerro;2019;Marzo;1.07
Gran_Canaria;Puerro;2019;Abril;1.03
Gran_Canaria;Puerro;2019;Mayo;0.98
Gran_Canaria;Puerro;2019;Junio;0.83
Gran_Canaria;Puerro;2019;Julio;0.91
Gran_Canaria;Puerro;2019;Agosto;1.19
Gran_Canaria;Puerro;2019;Septiembre;0.92
Gran_Canaria;Puerro;2019;Octubre;0.7
Gran_Canaria;Puerro;2019;Noviembre;0.67
Gran_Canaria;Sand›a;2016;Enero;0.5
Gran_Canaria;Sand›a;2016;Febrero;..
Gran_Canaria;Sand›a;2016;Marzo;....
Gran_Canaria;Sand›a;2016;Abril;....
Gran_Canaria;Sand›a;2016;Mayo;0.59
Gran_Canaria;Sand›a;2016;Junio;0.28
Gran_Canaria;Sand›a;2016;Julio;0.15
Gran_Canaria;Sand›a;2016;Agosto;0.28
Gran_Canaria;Sand›a;2016;Septiembre;0.25
Gran_Canaria;Sand›a;2016;Octubre;0.36
Gran_Canaria;Sand›a;2016;Noviembre;0.65
Gran_Canaria;Sand›a;2016;Diciembre;0.67
Gran_Canaria;Sand›a;2017;Enero;0.64
Gran_Canaria;Sand›a;2017;Febrero;..
Gran_Canaria;Sand›a;2017;Marzo;..
Gran_Canaria;Sand›a;2017;Abril;1.27
Gran_Canaria;Sand›a;2017;Mayo;0.27
Gran_Canaria;Sand›a;2017;Junio;0.2
Gran_Canaria;Sand›a;2017;Julio;0.34
Gran_Canaria;Sand›a;2017;Agosto;0.32
Gran_Canaria;Sand›a;2017;Septiembre;0.2
Gran_Canaria;Sand›a;2017;Octubre;0.38
Gran_Canaria;Sand›a;2017;Noviembre;0.41
Gran_Canaria;Sand›a;2017;Diciembre;....
Gran_Canaria;Sand›a;2018;Enero;....
Gran_Canaria;Sand›a;2018;Febrero;....
Gran_Canaria;Sand›a;2018;Marzo;..
Gran_Canaria;Sand›a;2018;Abril;0.84
Gran_Canaria;Sand›a;2018;Mayo;0.54
Gran_Canaria;Sand›a;2018;Junio;0.41
Gran_Canaria;Sand›a;2018;Julio;0.48
Gran_Canaria;Sand›a;2018;Agosto;0.45
Gran_Canaria;Sand›a;2018;Septiembre;0.28
Gran_Canaria;Sand›a;2018;Octubre;0.48
Gran_Canaria;Sand›a;2018;Noviembre;....
Gran_Canaria;Sand›a;2018;Diciembre;....
Gran_Canaria;Sand›a;2019;Enero;...
Gran_Canaria;Sand›a;2019;Febrero;....
Gran_Canaria;Sand›a;2019;Marzo;0.62
Gran_Canaria;Sand›a;2019;Abril;0.45
Gran_Canaria;Sand›a;2019;Mayo;....
Gran_Canaria;Sand›a;2019;Junio;0.59
Gran_Canaria;Sand›a;2019;Julio;0.65
Gran_Canaria;Sand›a;2019;Agosto;0.38
Gran_Canaria;Sand›a;2019;Septiembre;0.48
Gran_Canaria;Sand›a;2019;Octubre;0.72
Gran_Canaria;Sand›a;2019;Noviembre;0.78
Gran_Canaria;Tomate;2016;Enero;0.45
Gran_Canaria;Tomate;2016;Febrero;0.53
Gran_Canaria;Tomate;2016;Marzo;0.46
Gran_Canaria;Tomate;2016;Abril;0.34
Gran_Canaria;Tomate;2016;Mayo;0.17
Gran_Canaria;Tomate;2016;Junio;0.88
Gran_Canaria;Tomate;2016;Julio;0.72
Gran_Canaria;Tomate;2016;Agosto;0.96
Gran_Canaria;Tomate;2016;Septiembre;0.63
Gran_Canaria;Tomate;2016;Octubre;0.54
Gran_Canaria;Tomate;2016;Noviembre;0.44
Gran_Canaria;Tomate;2016;Diciembre;0.57
Gran_Canaria;Tomate;2017;Enero;0.74
Gran_Canaria;Tomate;2017;Febrero;0.61
Gran_Canaria;Tomate;2017;Marzo;0.58
Gran_Canaria;Tomate;2017;Abril;0.4
Gran_Canaria;Tomate;2017;Mayo;0.23
Gran_Canaria;Tomate;2017;Junio;0.8
Gran_Canaria;Tomate;2017;Julio;0.58
Gran_Canaria;Tomate;2017;Agosto;0.99
Gran_Canaria;Tomate;2017;Septiembre;0.7
Gran_Canaria;Tomate;2017;Octubre;0.56
Gran_Canaria;Tomate;2017;Noviembre;0.6
Gran_Canaria;Tomate;2017;Diciembre;0.71
Gran_Canaria;Tomate;2018;Enero;0.51
Gran_Canaria;Tomate;2018;Febrero;0.68
Gran_Canaria;Tomate;2018;Marzo;0.42
Gran_Canaria;Tomate;2018;Abril;0.3
Gran_Canaria;Tomate;2018;Mayo;0.14
Gran_Canaria;Tomate;2018;Junio;0.92
Gran_Canaria;Tomate;2018;Julio;1.26
Gran_Canaria;Tomate;2018;Agosto;1.75
Gran_Canaria;Tomate;2018;Septiembre;1.41
Gran_Canaria;Tomate;2018;Octubre;0.68
Gran_Canaria;Tomate;2018;Noviembre;0.74
Gran_Canaria;Tomate;2018;Diciembre;0.6
Gran_Canaria;Tomate;2019;Enero;0.73
Gran_Canaria;Tomate;2019;Febrero;0.62
Gran_Canaria;Tomate;2019;Marzo;0.66
Gran_Canaria;Tomate;2019;Abril;0.36
Gran_Canaria;Tomate;2019;Mayo;0.21
Gran_Canaria;Tomate;2019;Junio;1.57
Gran_Canaria;Tomate;2019;Julio;1.88
Gran_Canaria;Tomate;2019;Agosto;1.9
Gran_Canaria;Tomate;2019;Septiembre;1.89
Gran_Canaria;Tomate;2019;Octubre;0.84
Gran_Canaria;Tomate;2019;Noviembre;...
Gran_Canaria;Zanahoria;2016;Enero;0.91
Gran_Canaria;Zanahoria;2016;Febrero;0.68
Gran_Canaria;Zanahoria;2016;Marzo;0.6
Gran_Canaria;Zanahoria;2016;Abril;0.83
Gran_Canaria;Zanahoria;2016;Mayo;0.54
Gran_Canaria;Zanahoria;2016;Junio;0.37
Gran_Canaria;Zanahoria;2016;Julio;0.37
Gran_Canaria;Zanahoria;2016;Agosto;0.74
Gran_Canaria;Zanahoria;2016;Septiembre;0.65
Gran_Canaria;Zanahoria;2016;Octubre;0.47
Gran_Canaria;Zanahoria;2016;Noviembre;0.46
Gran_Canaria;Zanahoria;2016;Diciembre;0.45
Gran_Canaria;Zanahoria;2017;Enero;0.73
Gran_Canaria;Zanahoria;2017;Febrero;0.56
Gran_Canaria;Zanahoria;2017;Marzo;0.54
Gran_Canaria;Zanahoria;2017;Abril;0.59
Gran_Canaria;Zanahoria;2017;Mayo;0.79
Gran_Canaria;Zanahoria;2017;Junio;0.91
Gran_Canaria;Zanahoria;2017;Julio;1.07
Gran_Canaria;Zanahoria;2017;Agosto;0.8
Gran_Canaria;Zanahoria;2017;Septiembre;0.51
Gran_Canaria;Zanahoria;2017;Octubre;0.47
Gran_Canaria;Zanahoria;2017;Noviembre;0.65
Gran_Canaria;Zanahoria;2017;Diciembre;1.01
Gran_Canaria;Zanahoria;2018;Enero;1.48
Gran_Canaria;Zanahoria;2018;Febrero;1.4
Gran_Canaria;Zanahoria;2018;Marzo;1.62
Gran_Canaria;Zanahoria;2018;Abril;1.36
Gran_Canaria;Zanahoria;2018;Mayo;0.68
Gran_Canaria;Zanahoria;2018;Junio;1.01
Gran_Canaria;Zanahoria;2018;Julio;0.85
Gran_Canaria;Zanahoria;2018;Agosto;0.58
Gran_Canaria;Zanahoria;2018;Septiembre;0.51
Gran_Canaria;Zanahoria;2018;Octubre;0.48
Gran_Canaria;Zanahoria;2018;Noviembre;0.51
Gran_Canaria;Zanahoria;2018;Diciembre;0.83
Gran_Canaria;Zanahoria;2019;Enero;1.19
Gran_Canaria;Zanahoria;2019;Febrero;0.77
Gran_Canaria;Zanahoria;2019;Marzo;0.78
Gran_Canaria;Zanahoria;2019;Abril;1.26
Gran_Canaria;Zanahoria;2019;Mayo;1.09
Gran_Canaria;Zanahoria;2019;Junio;0.58
Gran_Canaria;Zanahoria;2019;Julio;0.68
Gran_Canaria;Zanahoria;2019;Agosto;0.58
Gran_Canaria;Zanahoria;2019;Septiembre;0.43
Gran_Canaria;Zanahoria;2019;Octubre;0.39
Gran_Canaria;Zanahoria;2019;Noviembre;0.49
Gran_Canaria;Uva;2016;Enero;..
Gran_Canaria;Uva;2016;Febrero;..
Gran_Canaria;Uva;2016;Marzo;..
Gran_Canaria;Uva;2016;Abril;..
Gran_Canaria;Uva;2016;Mayo;..
Gran_Canaria;Uva;2016;Junio;..
Gran_Canaria;Uva;2016;Julio;..
Gran_Canaria;Uva;2016;Agosto;.
Gran_Canaria;Uva;2016;Septiembre;...
Gran_Canaria;Uva;2016;Octubre;.
Gran_Canaria;Uva;2016;Noviembre;..
Gran_Canaria;Uva;2016;Diciembre;..
Gran_Canaria;Uva;2017;Enero;..
Gran_Canaria;Uva;2017;Febrero;..
Gran_Canaria;Uva;2017;Marzo;..
Gran_Canaria;Uva;2017;Abril;..
Gran_Canaria;Uva;2017;Mayo;..
Gran_Canaria;Uva;2017;Junio;..
Gran_Canaria;Uva;2017;Julio;..
Gran_Canaria;Uva;2017;Agosto;....
Gran_Canaria;Uva;2017;Septiembre;..
Gran_Canaria;Uva;2017;Octubre;..
Gran_Canaria;Uva;2017;Noviembre;..
Gran_Canaria;Uva;2017;Diciembre;..
Gran_Canaria;Uva;2018;Enero;..
Gran_Canaria;Uva;2018;Febrero;..
Gran_Canaria;Uva;2018;Marzo;..
Gran_Canaria;Uva;2018;Abril;..
Gran_Canaria;Uva;2018;Mayo;..
Gran_Canaria;Uva;2018;Junio;..
Gran_Canaria;Uva;2018;Julio;..
Gran_Canaria;Uva;2018;Agosto;...
Gran_Canaria;Uva;2018;Septiembre;...
Gran_Canaria;Uva;2018;Octubre;...
Gran_Canaria;Uva;2018;Noviembre;...
Gran_Canaria;Uva;2018;Diciembre;..
Gran_Canaria;Uva;2019;Enero;..
Gran_Canaria;Uva;2019;Febrero;..
Gran_Canaria;Uva;2019;Marzo;..
Gran_Canaria;Uva;2019;Abril;..
Gran_Canaria;Uva;2019;Mayo;..
Gran_Canaria;Uva;2019;Junio;..
Gran_Canaria;Uva;2019;Julio;..
Gran_Canaria;Uva;2019;Agosto;..
Gran_Canaria;Uva;2019;Septiembre;..
Gran_Canaria;Uva;2019;Octubre;..
Gran_Canaria;Uva;2019;Noviembre;..
Tenerife;Aguacate;2016;Enero;2.41
Tenerife;Aguacate;2016;Febrero;2.12
Tenerife;Aguacate;2016;Marzo;2.33
Tenerife;Aguacate;2016;Abril;2.35
Tenerife;Aguacate;2016;Mayo;2.46
Tenerife;Aguacate;2016;Junio;2.43
Tenerife;Aguacate;2016;Julio;2.95
Tenerife;Aguacate;2016;Agosto;3.71
Tenerife;Aguacate;2016;Septiembre;3.19
Tenerife;Aguacate;2016;Octubre;1.74
Tenerife;Aguacate;2016;Noviembre;1.56
Tenerife;Aguacate;2016;Diciembre;1.51
Tenerife;Aguacate;2017;Enero;1.57
Tenerife;Aguacate;2017;Febrero;1.53
Tenerife;Aguacate;2017;Marzo;1.44
Tenerife;Aguacate;2017;Abril;1.73
Tenerife;Aguacate;2017;Mayo;1.93
Tenerife;Aguacate;2017;Junio;2.02
Tenerife;Aguacate;2017;Julio;2.68
Tenerife;Aguacate;2017;Agosto;3.17
Tenerife;Aguacate;2017;Septiembre;3.12
Tenerife;Aguacate;2017;Octubre;3.11
Tenerife;Aguacate;2017;Noviembre;2.69
Tenerife;Aguacate;2017;Diciembre;2.28
Tenerife;Aguacate;2018;Enero;2.19
Tenerife;Aguacate;2018;Febrero;2.02
Tenerife;Aguacate;2018;Marzo;1.79
Tenerife;Aguacate;2018;Abril;1.91
Tenerife;Aguacate;2018;Mayo;2.1
Tenerife;Aguacate;2018;Junio;1.82
Tenerife;Aguacate;2018;Julio;2.39
Tenerife;Aguacate;2018;Agosto;4.15
Tenerife;Aguacate;2018;Septiembre;4.45
Tenerife;Aguacate;2018;Octubre;3.27
Tenerife;Aguacate;2018;Noviembre;2.35
Tenerife;Aguacate;2018;Diciembre;2.16
Tenerife;Aguacate;2019;Enero;1.89
Tenerife;Aguacate;2019;Febrero;1.8
Tenerife;Aguacate;2019;Marzo;1.94
Tenerife;Aguacate;2019;Abril;2.13
Tenerife;Aguacate;2019;Mayo;2.34
Tenerife;Aguacate;2019;Junio;2.23
Tenerife;Aguacate;2019;Julio;2.95
Tenerife;Aguacate;2019;Agosto;3.73
Tenerife;Aguacate;2019;Septiembre;4.02
Tenerife;Aguacate;2019;Octubre;2.67
Tenerife;Aguacate;2019;Noviembre;...
Tenerife;Bata/Boniato;2016;Enero;0.8
Tenerife;Bata/Boniato;2016;Febrero;0.66
Tenerife;Bata/Boniato;2016;Marzo;0.58
Tenerife;Bata/Boniato;2016;Abril;0.81
Tenerife;Bata/Boniato;2016;Mayo;1
Tenerife;Bata/Boniato;2016;Junio;0.52
Tenerife;Bata/Boniato;2016;Julio;0.87
Tenerife;Bata/Boniato;2016;Agosto;0.86
Tenerife;Bata/Boniato;2016;Septiembre;0.87
Tenerife;Bata/Boniato;2016;Octubre;0.83
Tenerife;Bata/Boniato;2016;Noviembre;0.77
Tenerife;Bata/Boniato;2016;Diciembre;0.9
Tenerife;Bata/Boniato;2017;Enero;0.78
Tenerife;Bata/Boniato;2017;Febrero;0.87
Tenerife;Bata/Boniato;2017;Marzo;....
Tenerife;Bata/Boniato;2017;Abril;..
Tenerife;Bata/Boniato;2017;Mayo;..
Tenerife;Bata/Boniato;2017;Junio;..
Tenerife;Bata/Boniato;2017;Julio;....
Tenerife;Bata/Boniato;2017;Agosto;0.99
Tenerife;Bata/Boniato;2017;Septiembre;1.12
Tenerife;Bata/Boniato;2017;Octubre;1.2
Tenerife;Bata/Boniato;2017;Noviembre;1.28
Tenerife;Bata/Boniato;2017;Diciembre;1.2
Tenerife;Bata/Boniato;2018;Enero;1.21
Tenerife;Bata/Boniato;2018;Febrero;1.61
Tenerife;Bata/Boniato;2018;Marzo;1.52
Tenerife;Bata/Boniato;2018;Abril;1.2
Tenerife;Bata/Boniato;2018;Mayo;1.44
Tenerife;Bata/Boniato;2018;Junio;1.55
Tenerife;Bata/Boniato;2018;Julio;1.56
Tenerife;Bata/Boniato;2018;Agosto;1.02
Tenerife;Bata/Boniato;2018;Septiembre;1.42
Tenerife;Bata/Boniato;2018;Octubre;1.18
Tenerife;Bata/Boniato;2018;Noviembre;1.12
Tenerife;Bata/Boniato;2018;Diciembre;1.06
Tenerife;Bata/Boniato;2019;Enero;1.09
Tenerife;Bata/Boniato;2019;Febrero;0.97
Tenerife;Bata/Boniato;2019;Marzo;1.14
Tenerife;Bata/Boniato;2019;Abril;1.29
Tenerife;Bata/Boniato;2019;Mayo;1.18
Tenerife;Bata/Boniato;2019;Junio;1.12
Tenerife;Bata/Boniato;2019;Julio;1.36
Tenerife;Bata/Boniato;2019;Agosto;1.28
Tenerife;Bata/Boniato;2019;Septiembre;0.96
Tenerife;Bata/Boniato;2019;Octubre;0.94
Tenerife;Bata/Boniato;2019;Noviembre;0.81
Tenerife;Berenjena;2016;Enero;0.7
Tenerife;Berenjena;2016;Febrero;0.73
Tenerife;Berenjena;2016;Marzo;0.8
Tenerife;Berenjena;2016;Abril;0.78
Tenerife;Berenjena;2016;Mayo;0.66
Tenerife;Berenjena;2016;Junio;0.55
Tenerife;Berenjena;2016;Julio;0.39
Tenerife;Berenjena;2016;Agosto;0.61
Tenerife;Berenjena;2016;Septiembre;0.61
Tenerife;Berenjena;2016;Octubre;0.31
Tenerife;Berenjena;2016;Noviembre;0.59
Tenerife;Berenjena;2016;Diciembre;0.59
Tenerife;Berenjena;2017;Enero;0.82
Tenerife;Berenjena;2017;Febrero;0.98
Tenerife;Berenjena;2017;Marzo;0.64
Tenerife;Berenjena;2017;Abril;0.62
Tenerife;Berenjena;2017;Mayo;0.55
Tenerife;Berenjena;2017;Junio;0.42
Tenerife;Berenjena;2017;Julio;0.44
Tenerife;Berenjena;2017;Agosto;0.72
Tenerife;Berenjena;2017;Septiembre;0.77
Tenerife;Berenjena;2017;Octubre;1.05
Tenerife;Berenjena;2017;Noviembre;0.88
Tenerife;Berenjena;2017;Diciembre;0.88
Tenerife;Berenjena;2018;Enero;0.89
Tenerife;Berenjena;2018;Febrero;0.84
Tenerife;Berenjena;2018;Marzo;0.62
Tenerife;Berenjena;2018;Abril;0.52
Tenerife;Berenjena;2018;Mayo;0.52
Tenerife;Berenjena;2018;Junio;0.54
Tenerife;Berenjena;2018;Julio;0.55
Tenerife;Berenjena;2018;Agosto;0.51
Tenerife;Berenjena;2018;Septiembre;0.52
Tenerife;Berenjena;2018;Octubre;0.59
Tenerife;Berenjena;2018;Noviembre;0.77
Tenerife;Berenjena;2018;Diciembre;0.73
Tenerife;Berenjena;2019;Enero;0.99
Tenerife;Berenjena;2019;Febrero;1.12
Tenerife;Berenjena;2019;Marzo;0.74
Tenerife;Berenjena;2019;Abril;1.09
Tenerife;Berenjena;2019;Mayo;0.62
Tenerife;Berenjena;2019;Junio;0.49
Tenerife;Berenjena;2019;Julio;0.64
Tenerife;Berenjena;2019;Agosto;0.48
Tenerife;Berenjena;2019;Septiembre;0.66
Tenerife;Berenjena;2019;Octubre;0.55
Tenerife;Berenjena;2019;Noviembre;0.52
Tenerife;Berro;2016;Enero;1.95
Tenerife;Berro;2016;Febrero;1.65
Tenerife;Berro;2016;Marzo;1.6
Tenerife;Berro;2016;Abril;1.33
Tenerife;Berro;2016;Mayo;1.16
Tenerife;Berro;2016;Junio;1.2
Tenerife;Berro;2016;Julio;1.15
Tenerife;Berro;2016;Agosto;1.08
Tenerife;Berro;2016;Septiembre;1.11
Tenerife;Berro;2016;Octubre;1.33
Tenerife;Berro;2016;Noviembre;1.4
Tenerife;Berro;2016;Diciembre;1.33
Tenerife;Berro;2017;Enero;2.76
Tenerife;Berro;2017;Febrero;3.19
Tenerife;Berro;2017;Marzo;2.24
Tenerife;Berro;2017;Abril;...
Tenerife;Berro;2017;Mayo;...
Tenerife;Berro;2017;Junio;1.97
Tenerife;Berro;2017;Julio;...
Tenerife;Berro;2017;Agosto;1.9
Tenerife;Berro;2017;Septiembre;....
Tenerife;Berro;2017;Octubre;...
Tenerife;Berro;2017;Noviembre;...
Tenerife;Berro;2017;Diciembre;1.82
Tenerife;Berro;2018;Enero;...
Tenerife;Berro;2018;Febrero;1.82
Tenerife;Berro;2018;Marzo;....
Tenerife;Berro;2018;Abril;...
Tenerife;Berro;2018;Mayo;...
Tenerife;Berro;2018;Junio;...
Tenerife;Berro;2018;Julio;...
Tenerife;Berro;2018;Agosto;..
Tenerife;Berro;2018;Septiembre;..
Tenerife;Berro;2018;Octubre;....
Tenerife;Berro;2018;Noviembre;....
Tenerife;Berro;2018;Diciembre;....
Tenerife;Berro;2019;Enero;0.76
Tenerife;Berro;2019;Febrero;0.65
Tenerife;Berro;2019;Marzo;0.53
Tenerife;Berro;2019;Abril;0.59
Tenerife;Berro;2019;Mayo;0.77
Tenerife;Berro;2019;Junio;0.56
Tenerife;Berro;2019;Julio;3.49
Tenerife;Berro;2019;Agosto;2.36
Tenerife;Berro;2019;Septiembre;....
Tenerife;Berro;2019;Octubre;1.53
Tenerife;Berro;2019;Noviembre;1.57
Tenerife;Bræcoli/Br⁄col;2016;Enero;2.24
Tenerife;Bræcoli/Br⁄col;2016;Febrero;2.08
Tenerife;Bræcoli/Br⁄col;2016;Marzo;1.98
Tenerife;Bræcoli/Br⁄col;2016;Abril;2.1
Tenerife;Bræcoli/Br⁄col;2016;Mayo;1.94
Tenerife;Bræcoli/Br⁄col;2016;Junio;1.93
Tenerife;Bræcoli/Br⁄col;2016;Julio;2.11
Tenerife;Bræcoli/Br⁄col;2016;Agosto;2.25
Tenerife;Bræcoli/Br⁄col;2016;Septiembre;2.06
Tenerife;Bræcoli/Br⁄col;2016;Octubre;1.73
Tenerife;Bræcoli/Br⁄col;2016;Noviembre;2.11
Tenerife;Bræcoli/Br⁄col;2016;Diciembre;1.97
Tenerife;Bræcoli/Br⁄col;2017;Enero;1.79
Tenerife;Bræcoli/Br⁄col;2017;Febrero;2.13
Tenerife;Bræcoli/Br⁄col;2017;Marzo;2.01
Tenerife;Bræcoli/Br⁄col;2017;Abril;2.18
Tenerife;Bræcoli/Br⁄col;2017;Mayo;2.08
Tenerife;Bræcoli/Br⁄col;2017;Junio;1.99
Tenerife;Bræcoli/Br⁄col;2017;Julio;2.04
Tenerife;Bræcoli/Br⁄col;2017;Agosto;2.11
Tenerife;Bræcoli/Br⁄col;2017;Septiembre;1.84
Tenerife;Bræcoli/Br⁄col;2017;Octubre;2.02
Tenerife;Bræcoli/Br⁄col;2017;Noviembre;2.07
Tenerife;Bræcoli/Br⁄col;2017;Diciembre;2.29
Tenerife;Bræcoli/Br⁄col;2018;Enero;1.81
Tenerife;Bræcoli/Br⁄col;2018;Febrero;1.96
Tenerife;Bræcoli/Br⁄col;2018;Marzo;1.7
Tenerife;Bræcoli/Br⁄col;2018;Abril;1.93
Tenerife;Bræcoli/Br⁄col;2018;Mayo;2.01
Tenerife;Bræcoli/Br⁄col;2018;Junio;1.16
Tenerife;Bræcoli/Br⁄col;2018;Julio;1.52
Tenerife;Bræcoli/Br⁄col;2018;Agosto;1.65
Tenerife;Bræcoli/Br⁄col;2018;Septiembre;1.69
Tenerife;Bræcoli/Br⁄col;2018;Octubre;1.37
Tenerife;Bræcoli/Br⁄col;2018;Noviembre;1.69
Tenerife;Bræcoli/Br⁄col;2018;Diciembre;1.42
Tenerife;Bræcoli/Br⁄col;2019;Enero;1.58
Tenerife;Bræcoli/Br⁄col;2019;Febrero;1.94
Tenerife;Bræcoli/Br⁄col;2019;Marzo;1.55
Tenerife;Bræcoli/Br⁄col;2019;Abril;1.85
Tenerife;Bræcoli/Br⁄col;2019;Mayo;2.12
Tenerife;Bræcoli/Br⁄col;2019;Junio;2.16
Tenerife;Bræcoli/Br⁄col;2019;Julio;2.05
Tenerife;Bræcoli/Br⁄col;2019;Agosto;2.04
Tenerife;Bræcoli/Br⁄col;2019;Septiembre;1.28
Tenerife;Bræcoli/Br⁄col;2019;Octubre;1.74
Tenerife;Bræcoli/Br⁄col;2019;Noviembre;2.19
Tenerife;Bubango;2016;Enero;0.78
Tenerife;Bubango;2016;Febrero;0.87
Tenerife;Bubango;2016;Marzo;0.88
Tenerife;Bubango;2016;Abril;0.83
Tenerife;Bubango;2016;Mayo;0.74
Tenerife;Bubango;2016;Junio;0.83
Tenerife;Bubango;2016;Julio;0.87
Tenerife;Bubango;2016;Agosto;0.88
Tenerife;Bubango;2016;Septiembre;0.87
Tenerife;Bubango;2016;Octubre;0.8
Tenerife;Bubango;2016;Noviembre;0.85
Tenerife;Bubango;2016;Diciembre;0.87
Tenerife;Bubango;2017;Enero;0.88
Tenerife;Bubango;2017;Febrero;0.88
Tenerife;Bubango;2017;Marzo;0.87
Tenerife;Bubango;2017;Abril;0.85
Tenerife;Bubango;2017;Mayo;0.85
Tenerife;Bubango;2017;Junio;0.85
Tenerife;Bubango;2017;Julio;0.86
Tenerife;Bubango;2017;Agosto;0.74
Tenerife;Bubango;2017;Septiembre;0.87
Tenerife;Bubango;2017;Octubre;0.89
Tenerife;Bubango;2017;Noviembre;0.91
Tenerife;Bubango;2017;Diciembre;0.88
Tenerife;Bubango;2018;Enero;0.67
Tenerife;Bubango;2018;Febrero;0.75
Tenerife;Bubango;2018;Marzo;0.77
Tenerife;Bubango;2018;Abril;0.83
Tenerife;Bubango;2018;Mayo;0.84
Tenerife;Bubango;2018;Junio;0.69
Tenerife;Bubango;2018;Julio;0.83
Tenerife;Bubango;2018;Agosto;0.87
Tenerife;Bubango;2018;Septiembre;0.88
Tenerife;Bubango;2018;Octubre;0.86
Tenerife;Bubango;2018;Noviembre;0.92
Tenerife;Bubango;2018;Diciembre;0.88
Tenerife;Bubango;2019;Enero;0.85
Tenerife;Bubango;2019;Febrero;0.76
Tenerife;Bubango;2019;Marzo;....
Tenerife;Bubango;2019;Abril;....
Tenerife;Bubango;2019;Mayo;0.84
Tenerife;Bubango;2019;Junio;0.86
Tenerife;Bubango;2019;Julio;0.86
Tenerife;Bubango;2019;Agosto;0.87
Tenerife;Bubango;2019;Septiembre;....
Tenerife;Bubango;2019;Octubre;0.88
Tenerife;Bubango;2019;Noviembre;...
Tenerife;Calabac›n;2016;Enero;0.72
Tenerife;Calabac›n;2016;Febrero;0.58
Tenerife;Calabac›n;2016;Marzo;0.59
Tenerife;Calabac›n;2016;Abril;0.55
Tenerife;Calabac›n;2016;Mayo;0.51
Tenerife;Calabac›n;2016;Junio;0.46
Tenerife;Calabac›n;2016;Julio;0.52
Tenerife;Calabac›n;2016;Agosto;0.49
Tenerife;Calabac›n;2016;Septiembre;0.56
Tenerife;Calabac›n;2016;Octubre;0.6
Tenerife;Calabac›n;2016;Noviembre;0.59
Tenerife;Calabac›n;2016;Diciembre;0.65
Tenerife;Calabac›n;2017;Enero;1.24
Tenerife;Calabac›n;2017;Febrero;0.8
Tenerife;Calabac›n;2017;Marzo;0.63
Tenerife;Calabac›n;2017;Abril;0.55
Tenerife;Calabac›n;2017;Mayo;0.61
Tenerife;Calabac›n;2017;Junio;0.5
Tenerife;Calabac›n;2017;Julio;0.57
Tenerife;Calabac›n;2017;Agosto;0.5
Tenerife;Calabac›n;2017;Septiembre;0.81
Tenerife;Calabac›n;2017;Octubre;0.83
Tenerife;Calabac›n;2017;Noviembre;0.9
Tenerife;Calabac›n;2017;Diciembre;0.83
Tenerife;Calabac›n;2018;Enero;0.76
Tenerife;Calabac›n;2018;Febrero;0.73
Tenerife;Calabac›n;2018;Marzo;0.64
Tenerife;Calabac›n;2018;Abril;0.58
Tenerife;Calabac›n;2018;Mayo;0.61
Tenerife;Calabac›n;2018;Junio;0.45
Tenerife;Calabac›n;2018;Julio;0.57
Tenerife;Calabac›n;2018;Agosto;0.66
Tenerife;Calabac›n;2018;Septiembre;0.65
Tenerife;Calabac›n;2018;Octubre;0.6
Tenerife;Calabac›n;2018;Noviembre;0.76
Tenerife;Calabac›n;2018;Diciembre;0.68
Tenerife;Calabac›n;2019;Enero;0.7
Tenerife;Calabac›n;2019;Febrero;0.61
Tenerife;Calabac›n;2019;Marzo;0.55
Tenerife;Calabac›n;2019;Abril;0.62
Tenerife;Calabac›n;2019;Mayo;0.51
Tenerife;Calabac›n;2019;Junio;0.62
Tenerife;Calabac›n;2019;Julio;0.75
Tenerife;Calabac›n;2019;Agosto;0.67
Tenerife;Calabac›n;2019;Septiembre;0.67
Tenerife;Calabac›n;2019;Octubre;0.58
Tenerife;Calabac›n;2019;Noviembre;0.81
Tenerife;Calabaza;2016;Enero;0.45
Tenerife;Calabaza;2016;Febrero;0.35
Tenerife;Calabaza;2016;Marzo;0.28
Tenerife;Calabaza;2016;Abril;0.47
Tenerife;Calabaza;2016;Mayo;0.49
Tenerife;Calabaza;2016;Junio;0.26
Tenerife;Calabaza;2016;Julio;0.38
Tenerife;Calabaza;2016;Agosto;0.39
Tenerife;Calabaza;2016;Septiembre;0.48
Tenerife;Calabaza;2016;Octubre;0.33
Tenerife;Calabaza;2016;Noviembre;0.51
Tenerife;Calabaza;2016;Diciembre;0.42
Tenerife;Calabaza;2017;Enero;0.51
Tenerife;Calabaza;2017;Febrero;0.49
Tenerife;Calabaza;2017;Marzo;0.58
Tenerife;Calabaza;2017;Abril;0.7
Tenerife;Calabaza;2017;Mayo;0.73
Tenerife;Calabaza;2017;Junio;0.36
